RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,Street,fromSt,toSt,Direction
10211,Staten Island,2012,10,9,7,15,75,15116,POINT (960831.9 163500.4),VANDERBILT AV,TARGEE ST,METCALFE ST,WB\
15798,Brooklyn,2013,10,27,22,45,12,127061,POINT (980686.8 160756.6),BATH AV,15 AV,BAY 10 ST,EB\
21819,Manhattan,2015,10,19,6,15,94,34257,POINT (989422.6249321629 219395.74845920465),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB\
28006,Queens,2018,6,8,20,15,313,147123,POINT (1029480.264085089 217221.322356102),FLUSHING BRIDGE,Dead End,Flushing River Shoreline,WB\
26512,Queens,2017,9,17,0,45,14,67502,POINT (1003490.6562979212 212306.37613046754),HONEYWELL STREET,Dead End,Dead end,SB\
18768,Queens,2014,11,17,12,0,23,177413,POINT (1020473.5289360674 216737.6877503135),100 STREET,Astoria Boulevard,31 Avenue,SB\
20537,Brooklyn,2015,6,19,23,0,24,45028,POINT (1006426.2865351386 195594.13241157864),DEKALB AVENUE,Irving Avenue,14 Street/canarsie Line,NB\
24904,Manhattan,2016,11,24,10,45,4,72901,POINT (1007268.3140960282 255420.20305272515),WEST 212 STREET,Broadway,10 Avenue,EB\
11181,Brooklyn,2012,10,28,7,15,39,44967,POINT (1006386.4 190098.7),BROADWAY,WOODBINE ST,MADISON ST,NB\
3423,Brooklyn,2009,6,5,2,0,22,20803,POINT (982808.6 170016.2),S/B FT HAMILTON PKWY @ 60 ST,60 ST,59 ST,SB\
31152,Brooklyn,2019,10,20,23,0,101,257840,POINT (990786.3818236156 188336.61757160144),ATLANTIC AVENUE,Ft Greene Place,Brighton Line,EB\
11188,Manhattan,2012,11,18,1,0,402,155142,POINT (991953 199237.1),WILLIAMSBURG BR,BOROUGH BOUNDARY,BODY OF WATER,EB\
14291,Manhattan,2013,4,26,4,15,9,69242,POINT (1002099.5 235977.7),EAST 138 STREET,5 AVENUE,CENSUS BOUNDARY,EB\
2967,Queens,2010,1,6,11,45,134,175197,POINT (1013068.5 212033.6),E/B BROADWAY @ 37 AVE,37 AV,BQE,EB\
27504,Queens,2018,2,3,22,0,138,268582,POINT (1015277.978652379 218922.63390104173),DITMARS BOULEVARD,Dead End,82 Street,SB\
21969,Brooklyn,2015,10,30,6,0,10,29309,POINT (994839.2676299886 184599.73594848666),ST JOHNS PLACE,Washington Avenue,Classon Avenue,EB\
31027,Bronx,2019,11,3,19,45,66,88298,POINT (1025874.8307070902 258469.1123793544),BOSTON ROAD,Fish Avenue,Seymour Avenue,EB\
22385,Brooklyn,2015,12,16,0,0,6,39636,POINT (1000912.7774692497 150892.01147719537),SHORE BOULEVARD,Norfolk Street,Mackenzie Street,WB\
7284,Manhattan,2010,10,4,16,0,12,140063,POINT (1003832.3 247357.6),W/B ALEXANDER HAMILTON BR S/S 2 LANES,BEND,BODY OF WATER,WB\
7160,Staten Island,2009,9,26,20,45,205,155329,POINT (951008 143638.2),W/B HYLAN BLVD @ GUYON AVE,ISABELLA AV,GUYON AV,WB\
30219,Queens,2019,5,5,6,15,20,169324,POINT (1023362.8583131157 198604.38651693962),METROPOLITAN AVENUE,Woodhaven Boulevard,Trotting Course Lane,EB\
30151,Staten Island,2019,2,27,0,15,6,11637,POINT (955730.8036428811 152110.48257016038),JEFFERSON AVENUE,Staten Island Railway Line,North Railroad Avenue,NB\
8255,Bronx,2012,4,26,14,45,77,87406,POINT (1029823 246625.3),MIDDLETOWN RD,MULFORD AV,MAYFLOWER AV,EB\
17044,Queens,2014,5,3,9,30,14,179066,POINT (1037757.5 206830.4),162 ST,65 AV,161 ST,NB\
9729,Staten Island,2011,3,7,5,15,52,11364,POINT (952179.9 159731.9),SLOSSON AVE SB APPROACH TO TILLMAN ST,TILLMAN ST,TOWNLEY AV/NORWALK AV,SB\
21151,Manhattan,2016,3,4,6,30,19,159284,POINT (1001098.7 232441.9),PARK AV,E 124 ST,E 125 ST,NB\
15296,Manhattan,2013,6,12,20,0,30,166597,POINT (997739.1 240490.3),W 145 ST,RIVERSIDE DR,BROADWAY,EB\
25941,Brooklyn,2016,9,11,23,15,70,161926,POINT (983747.2369737026 185657.24310183682),HAMILTON AVENUE,Huntington Street,West 9 Street,SB\
8317,Queens,2012,5,7,6,0,328,147123,POINT (1029496.1 217223.1),FLUSHING BR,NORTHERN BLVD,NORTHERN BLVD,WB\
27357,Queens,2017,12,8,5,0,25,113401,POINT (1014163.808093959 211367.76705242932),ROOSEVELT AVENUE,73 Street,Broadway,EB\
11573,Brooklyn,2012,10,19,14,0,81,28067,POINT (993978.7 171166.4),DITMAS AV,ARGYLE RD,RUGBY RD,EB\
27602,Brooklyn,2018,2,10,8,15,276,188477,POINT (1003697.3182194715 186099.77901030742),ATLANTIC AVENUE,Hunterfly Place,Dead End,WB\
28844,Staten Island,2019,1,26,12,15,80,1883,POINT (927225.004568218 134926.27696349163),FOSTER ROAD,Ramona Avenue,Rathbun Avenue,SB\
8282,Manhattan,2012,6,15,16,30,25,158619,POINT (998599.4 234146.2),ADAM C POWELL BLVD,W 125 ST,W 126 ST,SB\
18613,Queens,2014,11,14,2,45,1,61684,POINT (1051100.2 158817.3),CORNAGA AV,GIPSON ST,BEACH CHANNEL DR,EB\
27183,Queens,2017,6,18,21,45,182,268590,POINT (1015376.3107025919 219264.27880024002),MARINE TERMINAL ROAD,Dead End,Dead end,EB\
21198,Queens,2015,11,19,23,0,22,66637,POINT (1006487.456842183 204589.65171264234),48 STREET,55 Avenue,Dead end,NB\
30203,Queens,2019,5,18,11,45,62,67615,POINT (1004669.7245309362 211008.01246479413),43 AVENUE,38 Street,39 Street,EB\
16627,Manhattan,2014,2,11,10,15,103,34404,POINT (988480.1 223257.8),WEST END AV,W 71 ST,W 72 ST,NB\
25982,Brooklyn,2016,10,6,0,30,2,133568,POINT (985867.2717002296 194696.66651120462),BROOKLYN QUEENS EP ET 28 A EB,Brooklyn Queens Expressway,Dead end,NB\
19492,Brooklyn,2015,4,24,23,45,14,45262,POINT (1008650.6014892053 194652.3182249441),LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB\
18253,Staten Island,2014,9,9,4,0,3,9867,POINT (941357.7679344144 171316.4725036236),RICHMOND TERRACE,Giordan Court,Van Pelt Avenue,WB\
2600,Brooklyn,2011,3,4,4,15,7,163727,POINT (994596.3 184187.8),N/B WASHINGTON AVE @ LINCOLN PLACE,LINCOLN PL,EASTERN PKWY,NB\
11902,Queens,2013,2,27,10,15,55,48548,POINT (1010302 194328.2),CYPRESS AV,MYRTLE AV,CORNELIA ST,SB\
9870,Manhattan,2011,4,4,16,45,431,134999,POINT (993180.8 216144.4),3RD AVE APPROACH TO 57TH ST,E 56 ST,E 57 ST,NB\
2697,Bronx,2010,6,28,20,45,44,94281,POINT (1030760.1 248028.5),S/B WESTCHESTER AVE (S LEG) @ BUHRE AVE,CROSBY AV/BUHRE AV,HOBART AV,SB\
21814,Brooklyn,2015,10,28,6,45,204,9007693,POINT (1006506.9599022021 182499.72608594183),HOWARD AVENUE,Dead End,Dead end,NB\
8300,Manhattan,2012,5,10,7,15,106,162394,POINT (984081.5 197754.4),FDR DR NB EN BK BR,FDR DR ENTRY RP,FDR DR ENTRY RP,NB\
27688,Brooklyn,2018,3,16,10,45,50,22709,POINT (987546.5237928396 189251.34097644026),HOYT STREET,Dean Street,Bergen Street,SB\
9731,Staten Island,2011,3,12,7,0,33,194031,POINT (951871.1 161444.5),SLOSSON AVE SB APPROACH TO SCHMIDTS LN,SCHMIDTS LA,LORTEL AV,SB\
10495,Brooklyn,2012,9,20,16,30,59,41093,POINT (1004109 163133.6),FILLMORE AV,HENDRICKSON ST,FLATBUSH AV,EB\
16622,Queens,2014,6,1,5,0,238,142848,POINT (1030278.9 220204.3),WHITESTONE EXWY,LINDEN PL,WHITESTONE EXWY NB EXIT 14,NB\
15546,Brooklyn,2013,8,25,17,15,111,167595,POINT (1007436.9 186036.9),SARATOGA AV,HERKIMER ST,ATLANTIC AV,SB\
24541,Brooklyn,2016,10,21,21,15,71,26696,POINT (991399.5164847871 168463.6660423469),SETON PLACE,Parkville Avenue,Foster Avenue,SB\
1772,Brooklyn,2010,9,30,1,45,4,42865,POINT (1009393.5 174621.1),E/B FOSTER AVE @ E 95 ST,E 92 ST,E 93 ST,EB\
2182,Queens,2009,9,25,19,0,94,74553,POINT (1015344.2 205307),W/B GRAND AVE @ 74 ST,74 ST,74 ST,WB\
2506,Brooklyn,2009,12,29,5,15,5,26672,POINT (991297.2 167406),W/B AVE I @ E 2 ST,E 2 ST,E 3 ST,WB\
26258,Brooklyn,2017,6,13,0,30,3,20007,POINT (985141.7665813246 165230.87334094036),16 AVENUE,Bay Ridge Avenue,68 Street,NB\
32407,Bronx,2020,10,25,20,0,113,158443,POINT (1005054.6908651061 238884.66890239442),GRAND CONCOURSE,Dead End,East 156 Street,NB\
15917,Queens,2013,11,1,13,0,125,149178,POINT (1009518.1 209551.9),QUEENS BLVD,58 ST,56 ST,EB\
26345,Brooklyn,2017,8,9,22,30,103,9009313,POINT (994806.0183892841 178031.23340961774),OCEAN AVENUE,Dead End,East Drive,SB\
23254,Queens,2016,4,13,23,0,4,130594,POINT (1016745.1672328968 216817.96964276693),86 STREET,Alley,30 Avenue,SB\
29657,Brooklyn,2019,1,15,15,0,139,21268,POINT (986129.12619465 172932.8786046382),FT HAMILTON PARKWAY,42 Street,43 Street,WB\
11685,Bronx,2013,3,31,7,0,24,81445,POINT (1011192.5 271819.6),RIVERDALE AV,W 263 ST,DEAD END,SB\
9718,Queens,2011,3,5,12,45,16,56688,POINT (1035365 194123.6),91ST AVE BET VAN WYCK EXP SR WEST & 135TH ST,135 ST,VAN WYCK EXWY SR W,WB\
14806,Manhattan,2013,7,24,13,30,0,37572,POINT (995587.4 223642.5),MADISON AV,E 85 ST,E 86 ST,NB\
23133,Brooklyn,2016,3,21,12,0,39,20386,POINT (988659.0750649205 164501.02642289738),20 AVENUE,63 Street,62 Street,NB\
17657,Manhattan,2014,7,21,0,0,5,37372,POINT (993601.5 220583.3),E 72 ST,5 AV/TER DR,MADISON AV,EB\
21187,Queens,2015,11,9,10,0,157,49354,POINT (1017274.7626568028 198908.00664466995),METROPOLITAN AVENUE,Pleasantview Street,Lutheran Cemetery Boundary,WB\
26601,Queens,2017,10,11,0,0,19,155775,POINT (1044304.7367997342 200025.72367611373),MIDLAND PARKWAY,Dalny Road,Connector,NB\
23464,Staten Island,2016,5,26,12,15,107,7847,POINT (943650.3616758224 153738.4482174757),ROCKLAND AVENUE,Forest Hill Road,Latourette Lane,WB\
17447,Queens,2014,6,26,12,45,67,90525,POINT (1036731.2 203385.7),PARSONS BLVD,76 RD,76 AV,SB\
28834,Brooklyn,2018,11,11,0,15,56,42968,POINT (1001299.7284449766 181132.94619242434),EMPIRE BOULEVARD,Albany Avenue,Troy Avenue,EB\
7554,Brooklyn,2009,9,6,20,45,88,30285,POINT (993869 190032.8),LAFAYETTE AVE @ WAVERLY AVE,WASHINGTON AV,ST JAMES PL,EB\
16666,Brooklyn,2014,3,21,17,15,94,66420,POINT (1005624.9 200301.9),GRAND ST BR,GRAND ST,BOROUGH BOUNDARY,WB\
21198,Queens,2015,11,13,14,45,110,74304,POINT (1014634.2108879616 201545.07826919074),ELIOT AVENUE,69 Street,69 Place,WB\
26148,Brooklyn,2017,6,2,19,45,63,22879,POINT (989616.6593644255 184096.01181341425),6 AVENUE,2 Street,3 Street,SB\
32384,Manhattan,2020,10,20,6,30,245,36403,POINT (994976.2311476073 216372.7189745619),1 AVENUE,Astoria Line,East 61 Street,NB\
31075,Staten Island,2019,9,28,8,30,47,218038,POINT (930907.1517089388 138492.7457702929),WOODROW ROAD,Dead End,Everton Avenue,NB\
17657,Manhattan,2014,7,27,8,15,83,37581,POINT (995280.9 224136.5),5 AV,E 86 ST,E 87 ST,SB\
23619,Brooklyn,2016,6,20,2,45,4,27930,POINT (991781.8540933836 177269.47196054432),PROSPECT PARK SOUTHWEST,Reeve Place,Greenwood Avenue,WB\
29821,Manhattan,2019,2,26,14,0,169,270818,POINT (1009809.7283844741 258546.1543000103),BROADWAY,West 228 Street,Dead end,NB\
30657,Manhattan,2019,10,11,15,0,174,71118,POINT (1002109.6730021789 248976.3565492699),WEST 181 STREET,Wadsworth Avenue,Broadway,EB\
31026,Manhattan,2019,10,11,5,15,140,33848,POINT (986748.4014547295 216417.9536820535),9 AVENUE,West 45 Street,West 46 Street,SB\
21151,Manhattan,2016,3,5,3,15,31,158573,POINT (992583.9 217096.9),PARK AV,E 59 ST,E 58 ST,NB\
3291,Brooklyn,2009,5,7,5,30,24,41717,POINT (1000935.7 171276.2),W/B FARRAGUT RD @ E 38 ST,E 38 ST,E 39 ST,WB\
22540,Brooklyn,2016,3,6,4,45,13,20686,POINT (981684.5788953938 170913.89852935748),8 AVENUE,59 Street,60 Street,NB\
27349,Brooklyn,2018,1,23,23,0,31,184332,POINT (1021480.5841514228 176761.17527379107),ERSKINE STREET,Belt Parkway,Dead end,NB\
24346,Bronx,2016,9,14,17,15,94,174327,POINT (1007982.9063638215 247174.90154745322),JEROME AVENUE,Cross Bronx Ep Nb En Jerome Av,Cross Bronx Expressway,SB\
9300,Bronx,2012,1,30,17,0,76,71645,POINT (1005142.2 246042.6),OGDEN AVENUE,WEST 170 STREET,WEST 171 STREET,SB\
18476,Brooklyn,2014,11,1,2,0,51,43322,POINT (1003851.2967701681 188576.04657562845),MALCOLM X BOULEVARD,Hancock Street,Halsey Street,SB\
7180,Queens,2010,2,28,20,45,0,153016,POINT (1055151.8 160020.8),N/B READS LANE @ EMPIRE AVE,EMPIRE AV/BALSAM CT,MOBILE RD,NB\
25878,Brooklyn,2017,5,11,7,45,292,29421,POINT (996284.0697749493 183520.76058811802),EASTERN PARKWAY,Eastern Parkway Line,Bedford Avenue,EB\
12198,Brooklyn,2010,10,3,2,45,45,26932,POINT (993436.5 169796.3),CONEY ISL AVE&FOSTER AVE BET PARKVILLE&FOSTER AVES,FOSTER AV,PARKVILLE AV,SB\
16599,Bronx,2014,3,22,2,0,19,134642,POINT (1032913.4 262767),EASTCHESTER BR,BOSTON RD,BOSTON RD,SB\
7227,Bronx,2010,6,10,4,30,83,154954,POINT (1033840.9 255973.4),HUTCHINSON RIVER PKWY @ SHORE RD,HUTCHINSON RIVER PKWY,HUTCHINSON RIVER PKWY,NB\
21113,Bronx,2015,11,8,7,0,9,9008598,POINT (1018840.0145768551 243573.59282933254),HARROD AVENUE,Dead End,Dead end,NB\
28591,Bronx,2017,11,6,4,15,23,193969,POINT (1024224.6010760998 251761.2193699813),PELHAM PARKWAY,Dead End,Dead end,WB\
2862,Manhattan,2010,3,18,9,45,155,164281,POINT (986948.3 201273.4),N/B ALLEN ST @ DELANCEY ST,DELANCEY ST,DELANCEY ST,NB\
24306,Bronx,2016,9,9,15,15,111,131433,POINT (1027502.6550830101 264535.03128758934),BAYCHESTER AVENUE,Alley,Edenwald Avenue,NB\
28844,Staten Island,2019,1,19,10,15,65,3720,POINT (937965.1596359415 136592.02279948903),AMBOY ROAD,Preston Avenue,Bamberger Lane,WB\
23887,Staten Island,2016,10,13,18,0,34,15540,POINT (962467.8480091193 168180.07203943466),BEACH STREET,Union Place,Van Duzer Street,NB\
18232,Queens,2014,10,8,5,0,42,153043,POINT (1018558.9074607254 219168.67957855965),23 AVENUE,95 Street,94 Street,WB\
30153,Queens,2019,5,3,13,45,214,102994,POINT (1067176.7350721152 208645.26446477076),HILLSIDE AVENUE,268 Street,Langdale Street,EB\
31042,Brooklyn,2019,10,12,5,15,22,110444,POINT (1009444.1988388924 187821.89125780395),BROADWAY,Jamaica Line,Jamaica Line,EB\
18075,Queens,2014,9,28,0,15,67,129127,POINT (1039825.1905625982 188787.12511763317),LINDEN BOULEVARD,144 Street,Alley,EB\
9751,Brooklyn,2011,3,17,0,15,121,149882,POINT (1014484.4 179141.2),LINDEN BLVD EB MAIN RD AP PROACH TO PENNSYLVANIA AV,CONNECTOR,PENNSYLVANIA AV,EB\
22553,Queens,2016,6,12,18,45,58,192756,POINT (1061478.6451494733 217921.92999918442),LONG ISLAND EXPRESSWAY,Dead End,Dead end,EB\
17397,Staten Island,2014,6,10,18,45,93,16160,POINT (960256.3 169942.7),VICTORY BLVD,AUSTIN PL,CEBRA AV,NB\
24893,Manhattan,2016,10,25,10,0,175,158736,POINT (992836.1705261773 217554.25812122528),PARK AVENUE,Astoria Line,East 61 Street,NB\
24959,Brooklyn,2017,1,11,15,30,0,9005562,POINT (1001893.3807112174 157459.940097186),AVENUE V,Coyle Street,Dead end,EB\
8297,Bronx,2012,5,18,8,0,310,134906,POINT (1015192 238581.9),BRE EB EXIT 46,PEDESTRIAN OPAS/BRUCKNER BLVD,FAILE ST/BRUCKNER BLVD,NB\
19283,Manhattan,2015,4,26,16,45,109,37275,POINT (991737.5408865077 229136.0160069223),WEST END AVENUE,West 96 Street,West 97 Street,NB\
31152,Manhattan,2019,10,27,7,45,63,36127,POINT (993156.3147588138 213897.51589433872),EAST 49 STREET,2 Avenue,1 Avenue,WB\
26015,Bronx,2017,6,14,19,30,192,85912,POINT (1020499.539565537 250118.4389520207),BRONX PARK EAST,Maran Place,Brady Avenue,SB\
10705,Bronx,2010,9,21,6,0,52,94517,POINT (1032333.1 241974.7),East Tremont WB Between,Barkley Ave and Sommer Pl,BARKLEY AV,WB\
10320,Staten Island,2012,8,22,21,30,2,2271,POINT (925632.6 140199.3),GRAFE ST,ROSSVILLE AV,TOTTEN ST,WB\
20911,Bronx,2015,6,25,5,0,36,78575,POINT (1012412.660560106 249759.8524142709),WEBSTER AVENUE,East 180 Street,East 180 Street,NB\
17386,Brooklyn,2014,6,16,3,0,40,165156,POINT (997681.8 205405.6),GREENPOINT AV,MC GUINNESS BLVD,MC GUINNESS BLVD,NB\
26513,Queens,2017,10,2,18,30,124,171010,POINT (1048039.329247012 188320.39445038646),BAISLEY BOULEVARD,Merrill Street,Merrick Boulevard,SB\
27379,Brooklyn,2017,12,8,5,45,6,42830,POINT (1009306.1437431807 172597.60718074784),GLENWOOD ROAD,East 88 Street,East 87 Street,WB\
9143,Queens,2012,2,9,5,30,58,74299,POINT (1014183.9 201798.7),69 STREET,60 ROAD,60 DRIVE,NB\
2966,Queens,2010,1,13,23,45,59,75760,POINT (1012727 212227.7),E/B BROADWAY @ 69 ST,65 ST,BQE WB EXIT 37/69 ST,EB\
17986,Manhattan,2014,9,20,6,15,103,9006772,POINT (997437.4081841658 226979.62953914638),MADISON AVENUE,Dead End,Dead end,NB\
15598,Manhattan,2013,10,14,5,45,331,136811,POINT (995814.8 215897.4),F D R DR,FDR DR NB EXIT 12/E 60 STREET PEDESTRIAN OPAS,BEND,NB\
22682,Queens,2016,6,15,12,15,153,255066,POINT (1029717.3587166868 219618.7950347036),WHITESTONE EXPRESSWAY ET 14 NB,Dead End,Stratton Street,NB\
24156,Queens,2016,8,12,16,15,68,153258,POINT (1033628.6501181609 151326.98920812833),SHORE FRONT PARKWAY,Beach 102 Lane,Dead End,EB\
28843,Queens,2019,1,15,10,30,34,57042,POINT (1037435.3420037087 194519.57064120026),ARCHER AVENUE,146 Street,Archer Avenue Line,WB\
10195,Manhattan,2012,9,14,16,30,630,137516,POINT (1004175.7 247779.8),WASHINGTON BRG,BOROUGH BOUNDARY,WASHINGTON BR,EB\
21639,Manhattan,2015,11,7,3,15,336,33172,POINT (989009.0634080509 208614.54456203233),3 AVENUE,East 23 Street,East 24 Street,NB\
15812,Staten Island,2013,11,23,12,30,2,6503,POINT (941572.9 143698.1),HEREFORD ST,GIFFORDS LA,MILES AV,EB\
27269,Brooklyn,2017,11,27,15,45,55,44803,POINT (1004281.4008355932 199848.61292670615),GRAND STREET,Stewart Avenue,Gardner Avenue,WB\
28844,Queens,2019,1,17,3,15,26,76605,POINT (1019105.3174955568 212059.11952890182),ROOSEVELT AVENUE,92 Street,Aske Street,WB\
17381,Queens,2014,5,30,18,30,133,53830,POINT (1035174.9 153848.1),BEACH CHANNEL DR,X BAY BR EN RP/X BAY BR EXIT RP/BEACH 92 ST/BIKE *,BEACH 91 ST,WB\
23837,Brooklyn,2016,11,12,21,0,887,140111,POINT (989819.9057678428 151604.2624469536),BELT PARKWAY,Dead End,Dead end,EB\
19646,Queens,2015,4,28,18,45,132,62117,POINT (1052670.8461065136 161638.28532909264),BEACH CHANNEL DRIVE,Hassock Street,Dead end,NB\
1915,Manhattan,2010,12,4,5,0,163,33128,POINT (988492.9 206215.8),S/B 2ND AVE (THROUGH) @ E 14 ST,E 14 ST,E 15 ST,SB\
26512,Brooklyn,2017,11,19,13,0,67,29181,POINT (993024.5535560389 188435.21250162256),FULTON STREET,Fulton Street Line,Fulton Street Line,EB\
16903,Queens,2014,3,20,5,45,31,65698,POINT (1059152.3 198313.7),225 ST,104 AV,CIP SB EN 225 ST/103 AV,NB\
20082,Bronx,2015,4,14,12,30,123,72231,POINT (1009179.2900649526 249333.25112072268),JEROME AVENUE,East 177 Street,East Tremont Avenue,NB\
17167,Queens,2014,5,10,23,30,31,54031,POINT (1039140.4 153842.4),ROCKAWAY BEACH BLVD,BEACH BREEZE PL,AQUATIC PL/BEACH 74 ST,EB\
30153,Queens,2019,5,13,9,0,156,136118,POINT (1059897.051175777 198370.31870258212),HEMPSTEAD AVENUE,Dead End,Dead end,WB\
27104,Queens,2017,10,24,9,45,10,101104,POINT (1050517.3412203903 216762.58909025064),220 PLACE,46 Avenue,Northern Boulevard,NB\
18483,Manhattan,2014,11,1,17,15,472,33992,POINT (987371.808223624 219401.14410332582),10 AVENUE,West 56 Street,West 57 Street,NB\
21639,Manhattan,2015,11,3,4,15,25,115233,POINT (987178.0301546592 209421.36126190072),EAST 23 STREET,5 Avenue,Broadway Line,WB\
12200,Brooklyn,2010,10,3,10,0,108,26899,POINT (993854.8 167332.5),CONEY ISL AVE & AVE J SB APPR BET AVE I & AVE J,AV J,AV I,SB\
2882,Manhattan,2010,5,20,5,30,25,32809,POINT (986958.5 207954.7),S/B BROADWAY @ E 17 ST,UNION SQ W/E 17 ST,E 18 ST,SB\
10247,Brooklyn,2012,6,5,13,45,49,27631,POINT (999659.9 167728.1),AV J,E NEW YORK AV,E 32 ST,WB\
28844,Staten Island,2019,1,20,5,45,10,6644,POINT (942716.3505852974 149547.20559951986),RICHMOND HILL ROAD,Dead End,Edinboro Road,SB\
2377,Queens,2009,11,10,19,30,18,74470,POINT (1015761.5 200036.3),N/B 69 PLACE @ PENELOPE AVE,65 DR,PENELOPE AV,NB\
7578,Brooklyn,2009,12,11,9,30,21,42962,POINT (1000532.1 181187.5),EMPIRE BLVD @ KINGSTON AVE,KINGSTON AV,ALBANY AV,EB\
29279,Bronx,2017,10,31,10,45,117,70257,POINT (1007382.5403882811 239834.1385247011),EAST 161 STREET,Metro North Harlem Line,Park Avenue,WB\
17425,Bronx,2014,6,4,8,15,31,85847,POINT (1020165.2 246200.7),MELVILLE ST,MORRIS PARK AV,VAN NEST AV/VAN NEST AVE,WB\
11033,Staten Island,2012,10,1,11,15,31,9055,POINT (945456 163972.2),WOOLLEY AV,WATCHOGUE RD,COLUMBUS PL,SB\
16590,Brooklyn,2014,2,7,17,0,231,152322,POINT (978338.5 171769.9),4 AV,GOE WB EN 61 ST/3 AVE/GOWANUS EXWY,65 ST,SB\
10539,Manhattan,2012,9,17,3,45,10,38356,POINT (995890.7 232906.9),MORNINGSIDE AV,W 116 ST,W 117 ST,SB\
15917,Brooklyn,2013,10,21,18,15,79,28725,POINT (998644.9 176412.7),CHURCH AV,FAIRVIEW PL/E 31 ST,E 32 ST/RALEIGH PL,WB\
9547,Queens,2012,2,15,19,45,43,147680,POINT (1056670 205028.7),BRADDOCK AVENUE,BILLINGS STREET,90 AVENUE,WB\
15809,Staten Island,2013,10,27,12,0,23,4376,POINT (936995.4 142195.4),BARLOW AV,WAINWRIGHT AV,RICHMOND AV,EB\
25797,Brooklyn,2017,5,9,7,15,243,28380,POINT (995410.1700444127 177998.64948679027),FLATBUSH AVENUE,Clarkson Avenue,Parkside Avenue,NB\
2987,Queens,2010,1,11,14,0,37,130273,POINT (1017804.5 207510.1),E/B GRAND AVE @ SEABURY ST,SEABURY ST,VAN LOON ST,EB\
31368,Bronx,2019,11,12,22,30,47,71785,POINT (1006167.1238489301 243704.57722554737),EAST 167 STREET,Jerome Avenue Line,Gerard Avenue,EB\
11437,Queens,2011,5,2,11,15,57,61293,POINT (1048666.1 197181.1),FARMERS BLVRD BTWN 102ND AVE & 103RD AVE,103 AV,102 AV,NB\
19569,Queens,2015,2,24,0,30,37,155568,POINT (1021765.8787660722 216601.72164752867),ASTORIA BOULEVARD,104 Street,105 Street,EB\
11557,Manhattan,2012,11,17,20,45,112,142396,POINT (979722.1 196384.8),BATTERY PARK VIADUCT,BATTERY PLACE,BEND,SB\
2920,Queens,2010,1,26,10,15,0,188286,POINT (1047200.2 200628.4),N/B PALO ALTO AVE @ SANTIAGO ST,HAYWOOD RD,SANTIAGO ST,NB\
22694,Queens,2016,3,20,5,0,4,65967,POINT (1000721.6065106176 209194.23552743794),HUNTERS POINT BRIDGE,Dead End,Dutch Kills Shoreline,EB\
10865,Staten Island,2009,12,2,19,45,93,160273,POINT (953486.2 147323.5),New Dorp La EB Between,Clawson St and Hylan Blvd,HYLAN BLVD,EB\
12250,Brooklyn,2010,5,15,16,15,103,22855,POINT (989152.2 181916.6),7TH AVE APPROACHING 11TH ST,11 ST,10 ST,SB\
1851,Manhattan,2010,11,3,22,15,22,24131,POINT (986711.9 198880.3),W/B MADISON ST @ PIKE ST,PIKE STREET,RUTGERS STREET,WB\
22837,Brooklyn,2016,3,4,22,45,45,30178,POINT (992650.4920243651 191576.978625885),VANDERBILT AVENUE,Myrtle Avenue,Willoughby Avenue,SB\
17447,Queens,2014,6,25,21,0,110,90473,POINT (1035495.4 209039),KISSENA BLVD,60 AV,59 AV,SB\
16095,Manhattan,2013,11,20,21,0,4,158732,POINT (1000489.6 244862.9),BROADWAY,W 165 ST,W 164 ST,NB\
27340,Brooklyn,2018,1,28,18,30,132,157497,POINT (989908.5805618797 187886.81893658204),4 AVENUE,St Marks Place,Bergen Street,NB\
28006,Queens,2018,4,28,18,0,167,65919,POINT (1000792.0807277999 206439.2066700402),JJ BYRNE MEMORIAL BRIDGE,Dead End,Newtown Creek Shoreline,EB\
24542,Queens,2016,9,22,20,30,7,65515,POINT (1058391.9406843024 197700.75586217083),223 STREET,106 Avenue,107 Avenue,EB\
30965,Manhattan,2018,11,13,5,15,48,146126,POINT (993050.8054429016 212926.56866003707),1 AVENUE,East 45 Street,East 46 Street,NB\
1152,Brooklyn,2011,8,4,0,45,3,24395,POINT (988891.2 190386.6),BOND ST,FULTON ST,LIVINGSTON ST,SB\
1511,Queens,2010,4,13,2,45,0,98017,POINT (1046350.8 215972.8),S/B 208 ST @ NORTHERN BLVD,NORTHERN BLVD,43 AV,SB\
12548,Brooklyn,2009,10,22,10,0,72,25083,POINT (990087.6 159429.6),WEST 6th ST S.OF KINGS HIGHWAY,KINGS HWY,HIGHLAWN AV,NB\
11188,Manhattan,2012,11,14,0,0,312,138890,POINT (996349.9 215291.7),ED KOCH QUEENSBORO BRG,BEND,QUEENSBORO BR,WB\
29371,Bronx,2018,11,3,2,15,68,176094,POINT (1019075.4122239207 244257.35346023357),EAST 177 STREET,Bronx River Parkway Exit 5 Sb,Bronx River Parkway Exit 4 Sb,SB\
23056,Bronx,2016,3,15,14,15,149,87115,POINT (1028124.4609612479 249021.64733853372),MARCONI STREET,Dead End,Dead end,SB\
